dpnum,poll_name,item_id,wave,linkage_basis,source_row,caseid,female,source_variable,correct
18,By the People: Health and Education,item_6,t1,validated_public_row_position,7,970007,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,8,970008,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,8,970008,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,8,970008,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,8,970008,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,8,970008,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,8,970008,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,9,970009,0,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,9,970009,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,9,970009,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,9,970009,0,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,9,970009,0,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,9,970009,0,t1know6raw,1
18,By the People: Health and Education,item_1,t1,validated_public_row_position,10,970010,1,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,10,970010,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,10,970010,1,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,10,970010,1,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,10,970010,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,10,970010,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,11,970011,1,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,11,970011,1,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,11,970011,1,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,11,970011,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,11,970011,1,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,11,970011,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,12,970012,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,12,970012,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,12,970012,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,12,970012,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,12,970012,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,12,970012,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,13,970013,1,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,13,970013,1,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,13,970013,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,13,970013,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,13,970013,1,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,13,970013,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,14,970014,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,14,970014,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,14,970014,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,14,970014,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,14,970014,1,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,14,970014,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,15,970015,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,15,970015,1,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,15,970015,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,15,970015,1,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,15,970015,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,15,970015,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,16,970016,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,16,970016,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,16,970016,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,16,970016,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,16,970016,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,16,970016,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,17,970017,0,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,17,970017,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,17,970017,0,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,17,970017,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,17,970017,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,17,970017,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,18,970018,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,18,970018,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,18,970018,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,18,970018,0,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,18,970018,0,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,18,970018,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,19,970019,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,19,970019,0,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,19,970019,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,19,970019,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,19,970019,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,19,970019,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,20,970020,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,20,970020,0,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,20,970020,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,20,970020,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,20,970020,0,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,20,970020,0,t1know6raw,1
18,By the People: Health and Education,item_1,t1,validated_public_row_position,21,970021,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,21,970021,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,21,970021,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,21,970021,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,21,970021,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,21,970021,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,22,970022,1,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,22,970022,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,22,970022,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,22,970022,1,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,22,970022,1,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,22,970022,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,23,970023,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,23,970023,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,23,970023,0,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,23,970023,0,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,23,970023,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,23,970023,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,24,970024,0,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,24,970024,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,24,970024,0,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,24,970024,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,24,970024,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,24,970024,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,25,970025,0,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,25,970025,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,25,970025,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,25,970025,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,25,970025,0,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,25,970025,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,26,970026,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,26,970026,0,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,26,970026,0,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,26,970026,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,26,970026,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,26,970026,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,27,970027,1,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,27,970027,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,27,970027,1,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,27,970027,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,27,970027,1,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,27,970027,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,28,970028,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,28,970028,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,28,970028,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,28,970028,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,28,970028,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,28,970028,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,29,970029,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,29,970029,1,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,29,970029,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,29,970029,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,29,970029,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,29,970029,1,t1know6raw,1
18,By the People: Health and Education,item_1,t1,validated_public_row_position,30,970030,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,30,970030,0,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,30,970030,0,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,30,970030,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,30,970030,0,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,30,970030,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,31,970031,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,31,970031,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,31,970031,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,31,970031,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,31,970031,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,31,970031,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,32,970032,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,32,970032,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,32,970032,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,32,970032,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,32,970032,0,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,32,970032,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,33,970033,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,33,970033,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,33,970033,0,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,33,970033,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,33,970033,0,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,33,970033,0,t1know6raw,1
18,By the People: Health and Education,item_1,t1,validated_public_row_position,34,970034,1,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,34,970034,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,34,970034,1,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,34,970034,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,34,970034,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,34,970034,1,t1know6raw,1
18,By the People: Health and Education,item_1,t1,validated_public_row_position,35,970035,1,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,35,970035,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,35,970035,1,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,35,970035,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,35,970035,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,35,970035,1,t1know6raw,1
18,By the People: Health and Education,item_1,t1,validated_public_row_position,36,970036,1,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,36,970036,1,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,36,970036,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,36,970036,1,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,36,970036,1,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,36,970036,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,37,970037,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,37,970037,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,37,970037,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,37,970037,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,37,970037,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,37,970037,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,38,970038,0,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,38,970038,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,38,970038,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,38,970038,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,38,970038,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,38,970038,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,39,970039,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,39,970039,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,39,970039,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,39,970039,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,39,970039,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,39,970039,1,t1know6raw,1
18,By the People: Health and Education,item_1,t1,validated_public_row_position,40,970040,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,40,970040,1,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,40,970040,1,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,40,970040,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,40,970040,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,40,970040,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,41,970041,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,41,970041,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,41,970041,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,41,970041,1,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,41,970041,1,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,41,970041,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,42,970042,0,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,42,970042,0,t1know2raw,1
18,By the People: Health and Education,item_3,t1,validated_public_row_position,42,970042,0,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,42,970042,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,42,970042,0,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,42,970042,0,t1know6raw,1
18,By the People: Health and Education,item_1,t1,validated_public_row_position,43,970043,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,43,970043,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,43,970043,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,43,970043,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,43,970043,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,43,970043,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,44,970044,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,44,970044,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,44,970044,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,44,970044,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,44,970044,1,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,44,970044,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,45,970045,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,45,970045,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,45,970045,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,45,970045,1,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,45,970045,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,45,970045,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,46,970046,1,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,46,970046,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,46,970046,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,46,970046,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,46,970046,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,46,970046,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,47,970047,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,47,970047,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,47,970047,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,47,970047,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,47,970047,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,47,970047,1,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,48,970048,1,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,48,970048,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,48,970048,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,48,970048,1,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,48,970048,1,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,48,970048,1,t1know6raw,1
18,By the People: Health and Education,item_1,t1,validated_public_row_position,49,970049,0,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,49,970049,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,49,970049,0,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,49,970049,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,49,970049,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,49,970049,0,t1know6raw,1
18,By the People: Health and Education,item_1,t1,validated_public_row_position,50,970050,0,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,50,970050,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,50,970050,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,50,970050,0,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,50,970050,0,t1know5raw,0
18,By the People: Health and Education,item_6,t1,validated_public_row_position,50,970050,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,51,970051,0,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,51,970051,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,51,970051,0,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,51,970051,0,t1know4raw,1
18,By the People: Health and Education,item_5,t1,validated_public_row_position,51,970051,0,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,51,970051,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,52,970052,0,t1know1raw,1
18,By the People: Health and Education,item_2,t1,validated_public_row_position,52,970052,0,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,52,970052,0,t1know3raw,1
18,By the People: Health and Education,item_4,t1,validated_public_row_position,52,970052,0,t1know4raw,0
18,By the People: Health and Education,item_5,t1,validated_public_row_position,52,970052,0,t1know5raw,1
18,By the People: Health and Education,item_6,t1,validated_public_row_position,52,970052,0,t1know6raw,0
18,By the People: Health and Education,item_1,t1,validated_public_row_position,53,970053,1,t1know1raw,0
18,By the People: Health and Education,item_2,t1,validated_public_row_position,53,970053,1,t1know2raw,0
18,By the People: Health and Education,item_3,t1,validated_public_row_position,53,970053,1,t1know3raw,0
18,By the People: Health and Education,item_4,t1,validated_public_row_position,53,970053,1,t1know4raw,0
