source_column,source_value,value_label
pmpwr2r,1,Strongly disagree
pmpwr3r,0,strongly agree
pmpwr3r,0.25,somewhat agree
pmpwr3r,0.5,Neither
pmpwr3r,0.75,somewhat disagree
pmpwr3r,1,Strongly disagree
polstb1r,0,strongly agree
polstb1r,0.25,somewhat agree
polstb1r,0.5,Neither
polstb1r,0.75,somewhat disagree
polstb1r,1,Strongly disagree
ipolst1r,0,Indicated variable did not have valid data
ipolst1r,1,Indicated variable did have valid data
polstb2r,0,strongly agree
polstb2r,0.25,somewhat agree
polstb2r,0.5,Neither
polstb2r,0.75,somewhat disagree
polstb2r,1,Strongly disagree
ipolst2r,0,Indicated variable did not have valid data
ipolst2r,1,Indicated variable did have valid data
polstb3r,0,strongly agree
polstb3r,0.25,somewhat agree
polstb3r,0.5,Neither
polstb3r,0.75,somewhat disagree
polstb3r,1,Strongly disagree
ipolst3r,0,Indicated variable did not have valid data
ipolst3r,1,Indicated variable did have valid data
cnfrn1r,0,strongly agree
cnfrn1r,0.25,somewhat agree
cnfrn1r,0.5,Neither
cnfrn1r,0.75,somewhat disagree
cnfrn1r,1,Strongly disagree
icnfrn1r,0,Indicated variable did not have valid data
icnfrn1r,1,Indicated variable did have valid data
cnfrn2r,0,strongly agree
cnfrn2r,0.25,somewhat agree
cnfrn2r,0.5,Neither
cnfrn2r,0.75,somewhat disagree
cnfrn2r,1,Strongly disagree
icnfrn2r,0,Indicated variable did not have valid data
icnfrn2r,1,Indicated variable did have valid data
cnfrn3r,0,strongly agree
cnfrn3r,0.25,somewhat agree
cnfrn3r,0.5,Neither
cnfrn3r,0.75,somewhat disagree
cnfrn3r,1,Strongly disagree
icnfrn3r,0,Indicated variable did not have valid data
icnfrn3r,1,Indicated variable did have valid data
stweak1r,0,strongly agree
stweak1r,0.25,somewhat agree
stweak1r,0.5,Neither
stweak1r,0.75,somewhat disagree
stweak1r,1,Strongly disagree
istwea1r,0,Indicated variable did not have valid data
istwea1r,1,Indicated variable did have valid data
stweak2r,0,strongly agree
stweak2r,0.25,somewhat agree
stweak2r,0.5,Neither
stweak2r,0.75,somewhat disagree
stweak2r,1,Strongly disagree
istwea2r,0,Indicated variable did not have valid data
istwea2r,1,Indicated variable did have valid data
stweak3r,0,strongly agree
stweak3r,0.25,somewhat agree
stweak3r,0.5,Neither
stweak3r,0.75,somewhat disagree
stweak3r,1,Strongly disagree
istwea3r,0,Indicated variable did not have valid data
istwea3r,1,Indicated variable did have valid data
repexp1r,0,strongly agree
repexp1r,0.25,somewhat agree
repexp1r,0.5,Neither
repexp1r,0.75,somewhat disagree
repexp1r,1,Strongly disagree
irepxp1r,0,Indicated variable did not have valid data
irepxp1r,1,Indicated variable did have valid data
repexp2r,0,strongly agree
repexp2r,0.25,somewhat agree
repexp2r,0.5,Neither
repexp2r,0.75,somewhat disagree
repexp2r,1,Strongly disagree
irepxp2r,0,Indicated variable did not have valid data
irepxp2r,1,Indicated variable did have valid data
repexp3r,0,strongly agree
repexp3r,0.25,somewhat agree
repexp3r,0.5,Neither
repexp3r,0.75,somewhat disagree
repexp3r,1,Strongly disagree
irepxp3r,0,Indicated variable did not have valid data
irepxp3r,1,Indicated variable did have valid data
constr1r,0,strongly agree
constr1r,0.25,somewhat agree
constr1r,0.5,Neither
constr1r,0.75,somewhat disagree
constr1r,1,Strongly disagree
icnstr1r,0,Indicated variable did not have valid data
icnstr1r,1,Indicated variable did have valid data
constr2r,0,strongly agree
constr2r,0.25,somewhat agree
constr2r,0.5,Neither
constr2r,0.75,somewhat disagree
constr2r,1,Strongly disagree
icnstr2r,0,Indicated variable did not have valid data
icnstr2r,1,Indicated variable did have valid data
constr3r,0,strongly agree
constr3r,0.25,somewhat agree
constr3r,0.5,Neither
constr3r,0.75,somewhat disagree
constr3r,1,Strongly disagree
icnstr3r,0,Indicated variable did not have valid data
icnstr3r,1,Indicated variable did have valid data
mordem1r,0,Strongly disagree
mordem1r,0.25,Somewhat disagree
mordem1r,0.5,Neither agree nor disagree
mordem1r,0.75,Somewhat agree
mordem1r,1,Strongly agree
mordem2r,0,Strongly disagree
mordem2r,0.25,Somewhat disagree
mordem2r,0.5,Neither agree nor disagree
mordem2r,0.75,Somewhat agree
mordem2r,1,Strongly agree
mordem3r,0,Strongly disagree
mordem3r,0.25,Somewhat disagree
mordem3r,0.5,Neither agree nor disagree
mordem3r,0.75,Somewhat agree
mordem3r,1,Strongly agree
quedem1r,0,strongly agree
quedem1r,0.25,somewhat agree
quedem1r,0.5,Neither
quedem1r,0.75,somewhat disagree
quedem1r,1,Strongly disagree
quedem2r,0,strongly agree
quedem2r,0.25,somewhat agree
quedem2r,0.5,Neither
quedem2r,0.75,somewhat disagree
quedem2r,1,Strongly disagree
quedem3r,0,strongly agree
quedem3r,0.25,somewhat agree
quedem3r,0.5,Neither
quedem3r,0.75,somewhat disagree
quedem3r,1,Strongly disagree
brther1r,0,Strongly disagree
brther1r,0.25,Somewhat disagree
brther1r,0.5,Neither agree nor disagree
brther1r,0.75,Somewhat agree
brther1r,1,Strongly agree
brther2r,0,Strongly disagree
brther2r,0.25,Somewhat disagree
brther2r,0.5,Neither agree nor disagree
brther2r,0.75,Somewhat agree
brther2r,1,Strongly agree
presrv1r,0,Strongly disagree
presrv1r,0.25,Somewhat disagree
presrv1r,0.5,Neither agree nor disagree
presrv1r,0.75,Somewhat agree
presrv1r,1,Strongly agree
presrv2r,0,Strongly disagree
presrv2r,0.25,Somewhat disagree
presrv2r,0.5,Neither agree nor disagree
presrv2r,0.75,Somewhat agree
presrv2r,1,Strongly agree
prespl1r,0,strongly agree
prespl1r,0.25,somewhat agree
prespl1r,0.5,Neither
prespl1r,0.75,somewhat disagree
prespl1r,1,Strongly disagree
prespl2r,0,strongly agree
prespl2r,0.25,somewhat agree
prespl2r,0.5,Neither
prespl2r,0.75,somewhat disagree
prespl2r,1,Strongly disagree
prespl3r,0,strongly agree
prespl3r,0.25,somewhat agree
prespl3r,0.5,Neither
prespl3r,0.75,somewhat disagree
prespl3r,1,Strongly disagree
ppchpr1r,0,Strongly disagree
ppchpr1r,0.25,Somewhat disagree
ppchpr1r,0.5,Neither agree nor disagree
ppchpr1r,0.75,Somewhat agree
ppchpr1r,1,Strongly agree
ppchpr2r,0,Strongly disagree
ppchpr2r,0.25,Somewhat disagree
ppchpr2r,0.5,Neither agree nor disagree
ppchpr2r,0.75,Somewhat agree
ppchpr2r,1,Strongly agree
ppchpr3r,0,Strongly disagree
ppchpr3r,0.25,Somewhat disagree
ppchpr3r,0.5,Neither agree nor disagree
ppchpr3r,0.75,Somewhat agree
ppchpr3r,1,Strongly agree
votetri,-1,"Yes at T1, No at T2"
votetri,0,"Yes at T1, Yes at T2 OR No at T1, No at T2"
votetri,1,"No at T1, Yes at T2"
dichvt1,0,No
dichvt1,1,Yes
part,0,NONPARTICIPANT
part,1,PARTICIPANT
partfull,0,NONPARTICIPANT
partfull,1,"PARTICIPANT, Turned in T2 Q'aire"
partfull,2,"PARTICIPANT, but No T2 Q'aire"
region,1,BRISBANE
region,2,REST QLD
region,3,SYDNEY
region,4,REST NSW
region,5,ACT (Canberra)
region,6,MELBOURNE
region,7,REST VIC
region,8,ADELAIDE
region,9,REST SA
region,10,PERTH
region,11,REST WA
region,12,TASMANIA
region,13,NORTHERN TERRITORY
eligvote,1,YES
eligvote,2,NO
gender,1,MALE
gender,2,FEMALE
agecat,1,18-24
agecat,2,25-34
agecat,3,35-49
agecat,4,50+
agecat,98,REFUSED
age,1,   1
age,2,   2
age,3,   3
age,4,   4
age,5,   5
age,6,   6
age,7,   7
age,8,   8
age,9,   9
age,10,  10
age,11,  11
age,12,  12
age,13,  13
age,14,  14
age,15,  15
age,16,  16
age,17,  17
age,18,  18
age,19,  19
age,20,  20
age,21,  21
age,22,  22
age,23,  23
age,24,  24
age,25,  25
age,26,  26
age,27,  27
age,28,  28
age,29,  29
age,30,  30
age,31,  31
age,32,  32
age,33,  33
age,34,  34
age,35,  35
age,36,  36
age,37,  37
age,38,  38
age,39,  39
age,40,  40
age,41,  41
age,42,  42
age,43,  43
age,44,  44
age,45,  45
age,46,  46
age,47,  47
age,48,  48
age,49,  49
age,50,  50
age,51,  51
age,52,  52
age,53,  53
age,54,  54
age,55,  55
age,56,  56
age,57,  57
age,58,  58
age,59,  59
age,60,  60
age,61,  61
age,62,  62
age,63,  63
age,64,  64
age,65,  65
age,66,  66
age,67,  67
age,68,  68
age,69,  69
age,70,  70
age,71,  71
age,72,  72
age,73,  73
age,74,  74
age,75,  75
age,76,  76
age,77,  77
age,78,  78
age,79,  79
age,80,  80
age,81,  81
age,82,  82
age,83,  83
age,98,REFUSED
workstat,1,NOT AT ALL
workstat,2,PART TIME
workstat,3,FULL TIME
aware,1,NOT AWARE
aware,2,AWARE
aware,97,DON'T KNOW
approve1,1,NO
approve1,2,YES
approve1,97,DON'T KNOW
approve1,98,REFUSED
apprv1r,1,No
apprv1r,2,Yes
apptend1,1,NO
apptend1,2,YES
apptend1,97,DON'T KNOW
apptend1,98,REFUSED
apptend1,100,NOT APPLICABLE
aprove1,1,DISAPPROVE
aprove1,2,TEND TO DISAPPROVE
aprove1,3,TEND TO APPROVE
aprove1,4,APPROVE
aprove1,100,NOT APPLICABLE
amthr1,1,NOTHING AT ALL
amthr1,2,NOT MUCH
amthr1,3,SOME
amthr1,4,A LOT
amthr1,97,DON'T KNOW
amthr1,99,NOT ANSWERED
amtdis1,1,NOT AT ALL
amtdis1,2,NOT MUCH
amtdis1,3,SOME
amtdis1,4,A LOT
amtdis1,97,DON'T KNOW
amtdis1,99,NOT ANSWERED
votknow1,1,KNOW ENOUGH
votknow1,2,WANT MORE INFO
votknow1,97,DON'T KNOW
morinfo1,1,LITTLE MORE
morinfo1,2,LOT MORE
morinfo1,97,DON'T KNOW
morinfo1,100,NOT APPLICABLE
votinfo1,1,KNOW ENOUGH
votinfo1,2,LITTLE MORE
votinfo1,3,LOT MORE
votinfo1,97,DON'T KNOW
firstop1,1,PEOPLE ELECT PREZ
firstop1,2,PARLIAMENT APPT. PREZ
firstop1,3,KEEP STATUS QUO
firstop1,97,NONE/DON'T KNOW
frstop1r,1,PEOPLE ELECT PREZ
frstop1r,2,PARLIAMENT APPT. PREZ
frstop1r,3,KEEP STATUS QUO
secop1,1,PEOPLE ELECT PREZ
secop1,2,PARLIAMENT APPT. PREZ
secop1,3,KEEP STATUS QUO
secop1,97,NONE/DON'T KNOW
secop1,100,NOT APPLICABLE
prespow1,1,FEWER
prespow1,2,SAME
prespow1,3,GREATER
prespow1,97,NONE/DON'T KNOW
tiesbr1,1,STRONGLY DISAGREE
tiesbr1,2,SOMEWHAT DISAGREE
tiesbr1,3,NEITHER
tiesbr1,4,SOMEWHAT AGREE
tiesbr1,5,STRONGLY AGREE
tiesbr1,97,DON'T KNOW
presout1,1,STRONGLY DISAGREE
presout1,2,SOMEWHAT DISAGREE
presout1,3,NEITHER
presout1,4,SOMEWHAT AGREE
presout1,5,STRONGLY AGREE
presout1,97,DON'T KNOW
headaus1,1,STRONGLY DISAGREE
headaus1,2,SOMEWHAT DISAGREE
headaus1,3,NEITHER
headaus1,4,SOMEWHAT AGREE
headaus1,5,STRONGLY AGREE
headaus1,97,DON'T KNOW
distrac1,1,STRONGLY DISAGREE
distrac1,2,SOMEWHAT DISAGREE
distrac1,3,NEITHER
distrac1,4,SOMEWHAT AGREE
distrac1,5,STRONGLY AGREE
distrac1,97,DON'T KNOW
qrole1,1,CHOOSES GOV GENERAL
qrole1,2,NO ROLE
qrole1,3,APPTS ON RECOMMEND OF PARLIAMENT
qrole1,4,APPTS ON ADVICE OF P.M. (correct)
qrole1,96,NONE
qrole1,97,DON'T KNOW
qrfact1,0,INCORRECT/DK
qrfact1,1,CORRECT
ggrole1,1,CONTROLS GOVERNMENT
ggrole1,2,ACTS ON QUEEN'S INSTRUCTIONS
ggrole1,3,PERFORMS ONLY CEREMONIAL DUTIES
ggrole1,4,CAN DECIDE TO DISMISS GOVERNMENT (correct)
ggrole1,96,NONE
ggrole1,97,DON'T KNOW
ggfact1,0,INCORRECT/DK
ggfact1,1,CORRECT
presrol1,1,BRITISH PRIME MINISTER
presrol1,2,AUSTRALIAN PRIME MINISTER
presrol1,3,AMERICAN PRESIDENT
presrol1,4,GOVERNOR GENERAL (correct)
presrol1,96,NONE
presrol1,97,DON'T KNOW
prfact1,0,INCORRECT/DK
prfact1,1,CORRECT
rempres1,1,ANYTIME W/O REPORT TO HOUSE
rempres1,2,ANYTIME W/ LATER HOUSE APPROVE (correct)
rempres1,3,AFTER FAIR TRIAL IN PARLIAMENT
rempres1,4,CANNOT REMOVE
rempres1,96,NONE
rempres1,97,DON'T KNOW
rpfact1,0,INCORRECT/DK
rpfact1,1,CORRECT
party1,1,LIBERAL PARTY MORE
party1,2,EQUALLY IN FAVOR
party1,3,LABOR PARTY MORE (correct)
party1,96,NONE
party1,97,NOT MUCH IMPRESSION/DON'T KNOW
pfact1,0,INCORRECT/DK
pfact1,1,CORRECT
pmpower1,1,STRONGLY DISAGREE
pmpower1,2,SOMEWHAT DISAGREE
pmpower1,3,NEITHER
pmpower1,4,SOMEWHAT AGREE
pmpower1,5,STRONGLY AGREE
pmpower1,97,DON'T KNOW
prezpow1,1,STRONGLY DISAGREE
prezpow1,2,SOMEWHAT DISAGREE
prezpow1,3,NEITHER
prezpow1,4,SOMEWHAT AGREE
prezpow1,5,STRONGLY AGREE
prezpow1,97,DON'T KNOW
repexp1,1,STRONGLY DISAGREE
repexp1,2,SOMEWHAT DISAGREE
repexp1,3,NEITHER
repexp1,4,SOMEWHAT AGREE
repexp1,5,STRONGLY AGREE
repexp1,97,DON'T KNOW
common1,1,STRONGLY DISAGREE
common1,2,SOMEWHAT DISAGREE
common1,3,NEITHER
common1,4,SOMEWHAT AGREE
common1,5,STRONGLY AGREE
common1,97,DON'T KNOW
polstab1,1,STRONGLY DISAGREE
polstab1,2,SOMEWHAT DISAGREE
polstab1,3,NEITHER
polstab1,4,SOMEWHAT AGREE
polstab1,5,STRONGLY AGREE
polstab1,97,DON'T KNOW
constrd1,1,STRONGLY DISAGREE
constrd1,2,SOMEWHAT DISAGREE
constrd1,3,NEITHER
constrd1,4,SOMEWHAT AGREE
constrd1,5,STRONGLY AGREE
constrd1,97,DON'T KNOW
moreind1,1,STRONGLY DISAGREE
moreind1,2,SOMEWHAT DISAGREE
moreind1,3,NEITHER
moreind1,4,SOMEWHAT AGREE
moreind1,5,STRONGLY AGREE
moreind1,97,DON'T KNOW
stanwor1,1,STRONGLY DISAGREE
stanwor1,2,SOMEWHAT DISAGREE
stanwor1,3,NEITHER
stanwor1,4,SOMEWHAT AGREE
stanwor1,5,STRONGLY AGREE
stanwor1,97,DON'T KNOW
confron1,1,STRONGLY DISAGREE
confron1,2,SOMEWHAT DISAGREE
confron1,3,NEITHER
confron1,4,SOMEWHAT AGREE
confron1,5,STRONGLY AGREE
confron1,97,DON'T KNOW
stweak1,1,STRONGLY DISAGREE
stweak1,2,SOMEWHAT DISAGREE
stweak1,3,NEITHER
stweak1,4,SOMEWHAT AGREE
stweak1,5,STRONGLY AGREE
stweak1,97,DON'T KNOW
moredem1,1,STRONGLY DISAGREE
moredem1,2,SOMEWHAT DISAGREE
moredem1,3,NEITHER
moredem1,4,SOMEWHAT AGREE
moredem1,5,STRONGLY AGREE
moredem1,97,DON'T KNOW
quedem1,1,STRONGLY DISAGREE
quedem1,2,SOMEWHAT DISAGREE
quedem1,3,NEITHER
quedem1,4,SOMEWHAT AGREE
quedem1,5,STRONGLY AGREE
quedem1,97,DON'T KNOW
qbritin1,1,STRONGLY DISAGREE
qbritin1,2,SOMEWHAT DISAGREE
qbritin1,3,NEITHER
qbritin1,4,SOMEWHAT AGREE
qbritin1,5,STRONGLY AGREE
qbritin1,97,DON'T KNOW
prespol1,1,STRONGLY DISAGREE
prespol1,2,SOMEWHAT DISAGREE
prespol1,3,NEITHER
prespol1,4,SOMEWHAT AGREE
prespol1,5,STRONGLY AGREE
prespol1,97,DON'T KNOW
ppchpre1,1,STRONGLY DISAGREE
ppchpre1,2,SOMEWHAT DISAGREE
ppchpre1,3,NEITHER
ppchpre1,4,SOMEWHAT AGREE
ppchpre1,5,STRONGLY AGREE
ppchpre1,97,DON'T KNOW
flagchg1,1,NO
flagchg1,2,YES
anthem1,1,NO
anthem1,2,YES
wdroyal1,1,NO
wdroyal1,2,YES
pargame1,1,NO
pargame1,2,YES
dkchg1,1,NONE/DON'T KNOW IF CHANGE
dkchg1,2,KNOW IF CHANGE
intpol1,1,NOT AT ALL INTERESTED
intpol1,2,NOT PARTICULARLY INTERESTED
intpol1,3,SOMEWHAT INTERESTED
intpol1,4,VERY INTERESTED
intpol1,97,NONE/DON'T KNOW
partyid1,1,LIBERAL PARTY
partyid1,2,LABOR PARTY
partyid1,3,NATIONAL PARTY
partyid1,4,AUSTRALIAN DEMOCRATS
partyid1,5,GREENS
partyid1,6,ONE NATION
partyid1,7,OTHER
partyid1,8,NONE/DONT KNOW
partyid1,97,NONE/DON'T KNOW
parsupp1,1,NOT STRONG
parsupp1,2,MODERATELY STRONG
parsupp1,3,VERY STRONG
parsupp1,97,NONE/DON'T KNOW
parsupp1,100,NOT APPLICABLE
welfare1,1,LIBERAL PARTY MORE
welfare1,2,EQUALLY CONCERNED
welfare1,3,LABOR PARTY MORE (correct)
welfare1,96,NONE
welfare1,97,NOT MUCH IMPRESSION/DONT KNOW
welfact1,0,INCORRECT/DK
welfact1,1,CORRECT
busines1,1,LIBERAL PARTY MORE (correct)
busines1,2,EQUALLY CLOSE
busines1,3,LABOR PARTY MORE
busines1,96,NONE
busines1,97,NOT MUCH IMPRESSION/DON'T KNOW
busfact1,0,INCORRECT/DK
busfact1,1,CORRECT
democra1,1,NOT AT ALL
democra1,2,NOT PARTICULARLY
democra1,3,SOMEWHAT
democra1,4,VERY
democra1,97,NONE/DON'T KNOW
ridgewy1,1,LEADER OF FEDERAL OPPOSITION
ridgewy1,2,LEADER OF DEMOCRATS
ridgewy1,3,JUSTICE OF THE HIGH COURT
ridgewy1,4,ABORIGINAL SENATOR IN PARLIAMENT (correct)
ridgewy1,5,NONE OF THESE
ridgewy1,6,DONT KNOW
ridgewy1,97,DON'T KNOW
rfact1,0,INCORRECT/DK
rfact1,1,CORRECT
jgeorge1,1,SECRETARY OF TEACHERS FEDERATION
jgeorge1,2,LABOR MEMBER OF FEDERAL PARLIAMENT
jgeorge1,3,LEADER OF WORKERS' UNION
jgeorge1,4,PRESIDENT OF ACTU (correct)
jgeorge1,5,NONE OF THESE
jgeorge1,97,DON'T KNOW
jgfact1,0,INCORRECT/DK
jgfact1,1,CORRECT
polfeel1,1,STRONGLY UNFAVORABLE
polfeel1,2,SOMEWHAT UNFAVORABLE
polfeel1,3,NEUTRAL
polfeel1,4,SOMEWHAT FAVORABLE
polfeel1,5,STRONGLY FAVORABLE
polfeel1,97,DON'T KNOW
monarch1,1,STRONGLY UNFAVORABLE
monarch1,2,SOMEWHAT UNFAVORABLE
monarch1,3,NEUTRAL
monarch1,4,SOMEWHAT FAVORABLE
monarch1,5,STRONGLY FAVORABLE
monarch1,97,DON'T KNOW
repub1,1,STRONG UNFAVORABLE
repub1,2,SOMEWHAT UNFAVORABLE
repub1,3,NEUTRAL
repub1,4,SOMEWHAT FAVORABLE
repub1,5,STRONGLY FAVORABLE
repub1,97,DON'T KNOW
saygov1,1,STRONGLY DISAGREE
saygov1,2,SOMEWHAT DISAGREE
saygov1,3,NEITHER
saygov1,4,SOMEWHAT AGREE
saygov1,5,STRONGLY AGREE
saygov1,97,DON'T KNOW
opinion1,1,STRONGLY DISAGREE
opinion1,2,SOMEWHAT DISAGREE
opinion1,3,NEITHER
opinion1,4,SOMEWHAT AGREE
opinion1,5,STRONGLY AGREE
opinion1,97,DON'T KNOW
brither1,1,STRONGLY DISAGREE
brither1,2,SOMEWHAT DISAGREE
brither1,3,NEITHER
brither1,4,SOMETHAT AGREE
brither1,5,STRONGLY AGREE
brither1,97,DON'T KNOW
preserv1,1,STRONGLY DISAGREE
preserv1,2,SOMEWHAT DISAGREE
preserv1,3,NEITHER
preserv1,4,SOMEWHAT AGREE
preserv1,5,STRONGLY AGREE
preserv1,97,DON'T KNOW
majorit1,1,STRONGLY DISAGREE
majorit1,2,SOMEWHAT DISAGREE
majorit1,3,NEITHER
majorit1,4,SOMEWHAT AGREE
majorit1,5,STRONGLY AGREE
majorit1,97,DON'T KNOW
schage,1,DID NOT ATTEND
schage,2,  12 YEARS
schage,3,  13 YEARS
schage,4,  14 YEARS
schage,5,  15 YEARS
schage,6,  16 YEARS
schage,7,  17 YEARS
schage,8,  18 YEARS
schage,9,19+ YEARS
schage,10,STILL AT SCHOOL
schage,98,REFUSED
edulev,1,PRIMARY SCHOOL
edulev,2,SOME HIGH SCHOOL
edulev,3,HSC/MATRICULATION
edulev,4,COLLEGE/TECH/UNIVERSITY
edulev,5,POST GRADUATE DEGREE
edulev,98,REFUSED
marital,1,NEVER MARRIED
marital,2,DEFACTO/LIVING TOGETHER
marital,3,MARRIED
marital,4,SEPARATED BUT NOT DIVORCED
marital,5,DIVORCED
marital,6,WIDOWED
marital,98,REFUSED
country,1,OVERSEAS
country,2,AUSTRALIA
country,97,DON'T KNOW
overseas,1,NON ENGLISH SPEAKING
overseas,2,ENGLISH SPEAKING
overseas,97,DON'T KNOW
overseas,100,NOT APPLICABLE
parcoun,1,OVERSEAS
parcoun,2,AUSTRALIA
parcoun,100,NOT APPLICABLE
parenta,1,NO
parenta,2,YES
parenta,100,NOT APPLICABLE
parentb,1,NO
parentb,2,YES
parentb,100,NOT APPLICABLE
pardk,1,NO
pardk,2,YES
parovsdk,1,NO
parovsdk,2,YES
occup,1,STUDENT/HOUSEWIFE/UNEMPLOYED/PENSIONER/RETIRED
occup,2,LABOURER/RELATED WORKER
occup,3,PLANT/MACHINE OPERATOR/DRIVER
occup,4,SALESPERSON/PERSONAL SERVICE WORKER
occup,5,CLERK
occup,6,TRADESPERSON
occup,7,PARA-PROFESSIONAL
occup,8,PROFESSIONAL
occup,9,MANAGER/ADMINISTRATOR
likeatt,1,NO
likeatt,2,YES
income,1,LESS THAN $20000
income,2,$20000-$29999
income,3,$30000-$39999
income,4,$40000-$49999
income,5,$50000-$69999
income,6,$70000 OR MORE
income,97,DON'T KNOW
income,98,REFUSED
passname,1,NO
passname,2,YES
passname,97,DON'T KNOW
group,1,0001
group,2,0002
group,3,0003
group,4,0004
group,5,0005
group,6,0006
group,7,0007
group,8,0008
group,9,0009
group,10,0010
group,11,0011
group,12,0012
group,13,0013
group,14,0014
group,15,0015
group,16,0016
group,17,0017
group,18,0018
group,19,0019
group,20,0020
group,21,0021
group,22,0022
group,23,0023
group,24,0024
group,100,NOT APPLICABLE
approve2r,0,No
approve2r,1,Yes
approve2,1,NO
approve2,2,YES
approve2,99,NOT ANSWERED
approve2,100,NOT APPLICABLE
apprv2r,1,No
apprv2r,2,Yes
amthr2,1,NOTHING AT ALL
amthr2,2,NOT MUCH
amthr2,3,SOME
amthr2,4,A LOT
amthr2,97,DON'T KNOW
amthr2,99,NOT ANSWERED
amthr2,100,NOT APPLICABLE
amtdis2,1,NOT AT ALL
amtdis2,2,NOT MUCH
amtdis2,3,SOME
amtdis2,4,A LOT
amtdis2,97,DON'T KNOW
amtdis2,99,NOT ANSWERED
amtdis2,100,NOT APPLICABLE
votinfo2,1,KNOW ENOUGH
votinfo2,2,LITTLE MORE
votinfo2,3,LOT MORE
votinfo2,97,DON'T KNOW
votinfo2,99,NOT ANSWERED
votinfo2,100,NOT APPLICABLE
firstop2,1,PEOPLE ELECT PREZ
firstop2,2,PARLIAMENT APPT. PREZ
firstop2,3,KEEP STATUS QUO
firstop2,97,DON'T KNOW
firstop2,99,NOT ANSWERED
firstop2,100,NOT APPLICABLE
frstop2r,1,PEOPLE ELECT PREZ
frstop2r,2,PARLIAMENT APPT. PREZ
frstop2r,3,KEEP STATUS QUO
secop2,1,PEOPLE ELECT PREZ
secop2,2,PARLIAMENT APPT. PREZ
secop2,3,KEEP STATUS QUO
secop2,97,DON'T KNOW
secop2,99,NOT ANSWERED
secop2,100,NOT APPLICABLE
prespow2,1,FEWER
prespow2,2,SAME
prespow2,3,GREATER
prespow2,97,DON'T KNOW
prespow2,99,NOT ANSWERED
prespow2,100,NOT APPLICABLE
tiesbr2,1,STRONGLY DISAGREE
tiesbr2,2,SOMEWHAT DISAGREE
tiesbr2,3,NEITHER
tiesbr2,4,SOMEWHAT AGREE
tiesbr2,5,STRONGLY AGREE
tiesbr2,97,DON'T KNOW
tiesbr2,99,NOT ANSWERED
tiesbr2,100,NOT APPLICABLE
presout2,1,STRONGLY DISAGREE
presout2,2,SOMEWHAT DISAGREE
presout2,3,NEITHER
presout2,4,SOMEWHAT AGREE
presout2,5,STRONGLY AGREE
presout2,97,DON'T KNOW
presout2,99,NOT ANSWERED
presout2,100,NOT APPLICABLE
headaus2,1,STRONGLY DISAGREE
headaus2,2,SOMEWHAT DISAGREE
headaus2,3,NEITHER
headaus2,4,SOMEWHAT AGREE
headaus2,5,STRONGLY AGREE
headaus2,97,DON'T KNOW
headaus2,99,NOT ANSWERED
headaus2,100,NOT APPLICABLE
distrac2,1,STRONGLY DISAGREE
distrac2,2,SOMEWHAT DISAGREE
distrac2,3,NEITHER
distrac2,4,SOMEWHAT AGREE
distrac2,5,STRONGLY AGREE
distrac2,97,DON'T KNOW
distrac2,99,NOT ANSWERED
distrac2,100,NOT APPLICABLE
qrole2,1,CHOOSES GOV GENERAL
qrole2,2,NO ROLE
qrole2,3,APPTS ON RECOMMEND OF PARLIAMENT
qrole2,4,APPT ON ADVICE OF P.M. (correct)
qrole2,97,DON'T KNOW
